epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,36060.2,1.31219,0.8892,1.36086,0.76047,0.66242,0.73657,0.42931,1.67083,1.23544,1.59189,4.76796e-05,4.76796e-05,4.76796e-05
177,36230.5,1.30002,0.88016,1.34757,0.75927,0.66211,0.73623,0.42926,1.67106,1.23508,1.59175,4.47606e-05,4.47606e-05,4.47606e-05
178,36399.7,1.29341,0.87587,1.35658,0.75743,0.66213,0.73574,0.42894,1.67141,1.23504,1.59241,4.19552e-05,4.19552e-05,4.19552e-05
179,36569.3,1.31954,0.8979,1.35773,0.75381,0.662,0.73523,0.42896,1.67245,1.23535,1.59265,3.9264e-05,3.9264e-05,3.9264e-05
180,36739,1.30524,0.89262,1.35639,0.7547,0.6615,0.73597,0.42916,1.67244,1.23409,1.59263,3.66877e-05,3.66877e-05,3.66877e-05
181,36907.2,1.31121,0.8833,1.35629,0.75548,0.66115,0.73585,0.42885,1.67273,1.23347,1.59284,3.4227e-05,3.4227e-05,3.4227e-05
182,37074.4,1.2928,0.87836,1.34821,0.756,0.66225,0.73619,0.42842,1.67322,1.23357,1.59323,3.18825e-05,3.18825e-05,3.18825e-05
183,37244.8,1.307,0.87663,1.35069,0.75646,0.66243,0.73569,0.42827,1.67474,1.23259,1.59418,2.96546e-05,2.96546e-05,2.96546e-05
184,37412.9,1.31493,0.90217,1.35587,0.75596,0.66327,0.73606,0.4282,1.67498,1.23308,1.59445,2.75441e-05,2.75441e-05,2.75441e-05
185,37583.2,1.3049,0.87656,1.36065,0.75561,0.662,0.73579,0.42832,1.67551,1.23416,1.59467,2.55513e-05,2.55513e-05,2.55513e-05
186,37751.9,1.29197,0.87297,1.34808,0.75748,0.66362,0.73555,0.42846,1.67587,1.23378,1.59458,2.36769e-05,2.36769e-05,2.36769e-05
187,37921,1.3036,0.88585,1.34872,0.7545,0.66327,0.73646,0.42803,1.67677,1.23273,1.59496,2.19212e-05,2.19212e-05,2.19212e-05
188,38093,1.2772,0.87212,1.33598,0.75382,0.66357,0.73591,0.42802,1.67751,1.23255,1.59557,2.02847e-05,2.02847e-05,2.02847e-05
189,38273.3,1.30406,0.86716,1.35864,0.75304,0.66467,0.73624,0.42796,1.67751,1.23242,1.59564,1.87678e-05,1.87678e-05,1.87678e-05
190,38452.5,1.27431,0.87444,1.33442,0.75219,0.66455,0.73606,0.4284,1.67785,1.23334,1.59607,1.73709e-05,1.73709e-05,1.73709e-05
191,38626.9,1.27576,0.85949,1.32824,0.75379,0.66475,0.73593,0.428,1.67827,1.23343,1.5961,1.60943e-05,1.60943e-05,1.60943e-05
192,38798.3,1.32255,0.8867,1.35894,0.75281,0.66582,0.73574,0.42784,1.67871,1.23261,1.5966,1.49383e-05,1.49383e-05,1.49383e-05
193,38972.3,1.31051,0.87881,1.35281,0.75198,0.66348,0.73571,0.4282,1.67947,1.23324,1.59695,1.39032e-05,1.39032e-05,1.39032e-05
194,39149,1.28996,0.86165,1.33673,0.75029,0.66455,0.73589,0.42801,1.67943,1.23291,1.59701,1.29893e-05,1.29893e-05,1.29893e-05
195,39320.8,1.31109,0.87791,1.3572,0.75089,0.66412,0.73617,0.42756,1.67948,1.23266,1.59727,1.21968e-05,1.21968e-05,1.21968e-05
196,39495.7,1.29339,0.87834,1.35505,0.74957,0.66327,0.73581,0.42778,1.67964,1.23295,1.59732,1.15259e-05,1.15259e-05,1.15259e-05
197,39668.7,1.29981,0.87039,1.34348,0.74889,0.66528,0.73584,0.42765,1.68005,1.23291,1.59786,1.09768e-05,1.09768e-05,1.09768e-05
