epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,22856.1,1.70385,1.39857,1.37528,0.6297,0.55116,0.58271,0.26648,1.92417,1.51063,1.54544,8.70577e-05,8.70577e-05,8.70577e-05
125,23039.3,1.71828,1.39247,1.37374,0.68383,0.52809,0.58485,0.26801,1.9285,1.50328,1.54896,8.15947e-05,8.15947e-05,8.15947e-05
126,23223,1.72072,1.43707,1.37877,0.67801,0.52118,0.58366,0.26733,1.92996,1.50747,1.55023,7.63174e-05,7.63174e-05,7.63174e-05
127,23406.3,1.69563,1.39828,1.36777,0.65987,0.54019,0.58572,0.26809,1.9282,1.50336,1.55158,7.12282e-05,7.12282e-05,7.12282e-05
128,23589.5,1.69756,1.38314,1.37345,0.67416,0.52574,0.58222,0.26817,1.93529,1.50152,1.55766,6.63292e-05,6.63292e-05,6.63292e-05
129,23773.2,1.68268,1.38505,1.354,0.65414,0.54365,0.58368,0.26837,1.92662,1.50452,1.55193,6.16227e-05,6.16227e-05,6.16227e-05
130,23957.6,1.69383,1.38736,1.36629,0.66385,0.54279,0.58129,0.26771,1.93066,1.50109,1.5545,5.71106e-05,5.71106e-05,5.71106e-05
131,24141.7,1.70084,1.40318,1.37216,0.66271,0.5376,0.58172,0.26661,1.92727,1.50078,1.55224,5.2795e-05,5.2795e-05,5.2795e-05
132,24325.4,1.70975,1.4098,1.37176,0.66127,0.54019,0.58159,0.26633,1.92536,1.49477,1.55071,4.86777e-05,4.86777e-05,4.86777e-05
133,24509.6,1.69311,1.40212,1.362,0.65696,0.53463,0.57768,0.2653,1.92446,1.49611,1.54791,4.47606e-05,4.47606e-05,4.47606e-05
134,24693,1.68527,1.39393,1.35525,0.66257,0.53673,0.58073,0.26629,1.9247,1.49664,1.54976,4.10454e-05,4.10454e-05,4.10454e-05
135,24877,1.69207,1.38839,1.35521,0.65139,0.54451,0.58046,0.26648,1.92284,1.49594,1.54799,3.75337e-05,3.75337e-05,3.75337e-05
136,25062,1.68863,1.37351,1.36567,0.65621,0.53846,0.57926,0.26555,1.92822,1.49749,1.55318,3.4227e-05,3.4227e-05,3.4227e-05
137,25247.6,1.69103,1.37171,1.36534,0.65015,0.5477,0.57909,0.26775,1.92871,1.49901,1.55424,3.11268e-05,3.11268e-05,3.11268e-05
138,25434.3,1.67882,1.37793,1.35728,0.65198,0.54729,0.58385,0.26678,1.92418,1.49653,1.54957,2.82345e-05,2.82345e-05,2.82345e-05
139,25620,1.67594,1.36308,1.35369,0.62868,0.56046,0.58528,0.26764,1.9267,1.49726,1.55207,2.55513e-05,2.55513e-05,2.55513e-05
140,25805.4,1.69482,1.38221,1.36739,0.63173,0.55661,0.58518,0.26844,1.92509,1.49535,1.5504,2.30784e-05,2.30784e-05,2.30784e-05
141,25991.5,1.63089,1.22013,1.35605,0.64111,0.54624,0.5707,0.26051,1.94163,1.51972,1.56152,2.08169e-05,2.08169e-05,2.08169e-05
142,26212.6,1.63487,1.20942,1.3582,0.63806,0.53328,0.56747,0.25659,1.94877,1.53012,1.56446,1.87678e-05,1.87678e-05,1.87678e-05
143,26448.2,1.61999,1.19023,1.34457,0.63721,0.53587,0.56467,0.25617,1.95297,1.52959,1.56641,1.6932e-05,1.6932e-05,1.6932e-05
144,26630.7,1.61514,1.19035,1.3487,0.63405,0.53673,0.56435,0.25596,1.95307,1.5269,1.56465,1.53102e-05,1.53102e-05,1.53102e-05
145,26814.4,1.59503,1.19253,1.34646,0.63525,0.54365,0.56868,0.25825,1.94942,1.52386,1.56161,1.39032e-05,1.39032e-05,1.39032e-05
146,26999.3,1.60238,1.20002,1.34398,0.63892,0.53933,0.56745,0.25828,1.94781,1.5252,1.56131,1.27117e-05,1.27117e-05,1.27117e-05
147,27186.2,1.6059,1.19551,1.35071,0.63832,0.54365,0.57119,0.25908,1.94689,1.52552,1.5613,1.1736e-05,1.1736e-05,1.1736e-05
148,27371.8,1.60674,1.19061,1.33896,0.63353,0.54883,0.56943,0.25906,1.94597,1.52544,1.56072,1.09768e-05,1.09768e-05,1.09768e-05
149,27556.6,1.61124,1.18791,1.34464,0.64307,0.54624,0.57238,0.25876,1.94776,1.52282,1.55971,1.04342e-05,1.04342e-05,1.04342e-05
150,27742,1.59683,1.18091,1.33597,0.64351,0.54606,0.57191,0.25913,1.94881,1.5227,1.56089,1.01086e-05,1.01086e-05,1.01086e-05
