epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,9826.61,1.02757,0.6636,1.20978,0.80944,0.72075,0.80992,0.51757,1.29698,0.93893,1.36581,3.4227e-05,3.4227e-05,3.4227e-05
137,9892.31,1.03809,0.66537,1.20171,0.78663,0.74369,0.81215,0.52225,1.28857,0.93129,1.36167,3.11268e-05,3.11268e-05,3.11268e-05
138,9958.09,1.03198,0.65403,1.20161,0.83007,0.71186,0.80737,0.51957,1.28541,0.94018,1.36155,2.82345e-05,2.82345e-05,2.82345e-05
139,10024,1.04272,0.66675,1.21068,0.83128,0.70854,0.81149,0.52258,1.28587,0.93503,1.36182,2.55513e-05,2.55513e-05,2.55513e-05
140,10089.9,1.03825,0.66869,1.21428,0.80701,0.72146,0.81225,0.52342,1.28551,0.93187,1.35773,2.30784e-05,2.30784e-05,2.30784e-05
141,10155.9,1.01975,0.65913,1.19021,0.79286,0.74465,0.81069,0.52334,1.28707,0.92898,1.35842,2.08169e-05,2.08169e-05,2.08169e-05
142,10221.5,1.03937,0.65788,1.20284,0.80909,0.7229,0.81056,0.52215,1.28428,0.9329,1.35943,1.87678e-05,1.87678e-05,1.87678e-05
143,10287.1,1.02398,0.65744,1.19453,0.825,0.70854,0.81121,0.52346,1.28511,0.92617,1.35722,1.6932e-05,1.6932e-05,1.6932e-05
144,10352.9,1.0222,0.65401,1.19056,0.83101,0.70956,0.80933,0.52444,1.28481,0.92764,1.35666,1.53102e-05,1.53102e-05,1.53102e-05
145,10418.4,1.01767,0.65219,1.18338,0.81768,0.7107,0.80725,0.52263,1.28831,0.9358,1.361,1.39032e-05,1.39032e-05,1.39032e-05
146,10484.4,1.018,0.64531,1.17764,0.83536,0.70711,0.80725,0.5218,1.28356,0.92907,1.35875,1.27117e-05,1.27117e-05,1.27117e-05
147,10550.2,1.0302,0.65083,1.191,0.82628,0.7107,0.80818,0.52249,1.28301,0.93277,1.35686,1.1736e-05,1.1736e-05,1.1736e-05
148,10616,1.0331,0.6549,1.19671,0.83719,0.70352,0.80922,0.52295,1.28395,0.93264,1.35884,1.09768e-05,1.09768e-05,1.09768e-05
149,10682.2,1.03327,0.65491,1.19897,0.81836,0.715,0.80878,0.52276,1.28661,0.93443,1.35922,1.04342e-05,1.04342e-05,1.04342e-05
150,10748.2,1.01558,0.6637,1.19718,0.83003,0.70782,0.80832,0.52348,1.28199,0.9333,1.35874,1.01086e-05,1.01086e-05,1.01086e-05
